1.2.47.5	aas	b2836	Z4154	ECs3693	
1.6.5.4	yeaJ	b1786	Z2826	ECs2495	
1.8.5.4	yeaK	b1787	Z2827	ECs2496	
1.12.5.4	yeaL	b1789	Z2829	ECs2498	
1.2.40.3	yeaM	b1790	Z2831	ECs2499	
1.4.40.3	yeaN	b1791	Z2833	ECs2500	
1.6.40.3	yeaO	b1792	Z2834	ECs2501	
1.10.40.3	yeaP	b1794	Z2836	ECs2503	
1.12.40.3	yeaQ	b1795	Z2837	ECs2504	
1.4.7.4	yeaR	b1797	Z2839	ECs2506	
1.6.7.4	yeaS	b1798	Z2841	ECs2507	
1.8.7.4	yeaT	b1799	Z2842	ECs2508	
1.10.7.4	yeaU	b1800	Z2843	ECs2509	
1.12.7.4	yeaV	b1801	Z2844	ECs2510	
1.2.42.3	yeaW	b1802	Z2845	ECs2511	
1.4.42.3	yeaX	b1803	Z2846	ECs2512	
1.12.42.3	yeaZ	b1807	Z2850	ECs2516	
1.3.1.4	yebA	b1856	Z2908	ECs2566	
1.3.36.3	yebB	b1862	Z2914	ECs2572	
1.7.36.3	yebC	b1864	Z2916	ECs2574	
1.7.48.3	yebE	b1846	Z2897	ECs2556	
1.9.48.3	yebF	b1847	Z2899	ECs2557	
1.11.48.3	yebG	b1848	Z2900	ECs2558	
1.6.11.4	yebH	b1822	Z2866	ECs2532	
1.9.1.4	yebI	b1859	Z2911	ECs2569	
1.12.46.3	yebJ	b1831	Z2878	ECs2541	
1.9.34.3	yebK	b1853	Z2905	ECs2563	
1.5.1.4	yebL	b1857	Z2909	ECs2567	
1.7.1.4	yebM	b1858	Z2910	ECs2568	
1.8.13.4	yebU	b1835	Z2882	ECs2545	
1.11.9.4	yecA	b1908	Z2964	ECs2616	
1.11.44.3	yecC	b1917	Z3005	ECs2655	
1.1.3.4	yecD	b1867	Z2920	ECs2577	
1.3.3.4	yecE	b1868	Z2921	ECs2578	
1.7.44.3	yecF	b1915	Z3003	ECs2653	
1.9.7.4	yecG	b1895	Z2948	ECs2603	
1.7.9.4	yecH	b1906	Z2962	ECs2614	
1.11.42.3	yecI	b1902	Z2956	ECs2610	
1.1.38.3	yecK	b1873	Z2926	ECs2583	
1.5.38.3	yecM	b1875	Z2928	ECs2585	
1.5.3.4	yecN	b1869	Z2922	ECs2579	
1.7.3.4	yecO	b1870	Z2923	ECs2580	
1.9.3.4	yecP	b1871	Z2924	ECs2581	
1.1.11.4	yecS	b1918	Z3006	ECs2656	
1.9.38.3	yecT	b1877	Z2930	ECs2587	
1.11.32.4	yedA	b1959	Z3050	ECs2697	
1.9.46.3	yedD	b1928	Z3018	ECs2667	
1.11.46.3	yedE	b1929	Z3019	ECs2668	
1.1.13.4	yedF	b1930	Z3020	ECs2669	
1.9.32.4	yedI	b1958	Z3049	ECs2696	
1.5.18.4	yedJ	b1962	Z3055	ECs2700	
1.3.13.4	yedK	b1931	Z3021	ECs2670	
1.5.13.4	yedL	b1932	Z3022	ECs2671	
1.11.13.4	yedM	b1935	Z3023	ECs2672	
1.9.13.4	yedN	b1934			
1.3.11.4	yedO	b1919	Z3008	ECs2658	
1.3.34.4	yedU	b1967	Z3059	ECs2705	
1.5.34.4	yedV	b1968	Z3060	ECs2706	
1.7.34.4	yedW	b1969	Z3061	ECs2707	
1.3.40.4	yeeA	b2008	Z3169	ECs2810	
1.11.40.4	yeeD	b2012	Z3174	ECs2814	
1.1.26.4	yeeE	b2013	Z3175	ECs2815	
1.3.26.4	yeeF	b2014	Z3176	ECs2816	
1.9.36.4	yeeO	b1985	Z3144	ECs2782	
1.9.38.4	yeeP	b1999			
1.3.24.4	yeeS	b2002		ECs2803	
1.5.24.4	yeeT	b2003	Z3163	ECs2804	
1.7.24.4	yeeU	b2004	Z3164	ECs2805	
1.9.24.4	yeeV	b2005		ECs2806	
1.11.24.4	yeeW	b2006	Z3166	ECs2807	
1.1.40.4	yeeX	b2007	Z3168	ECs2809	
1.5.26.4	yeeY	b2015	Z3177	ECs2817	
1.1.44.4	yefJ	b2031			
1.9.26.4	yefM	b2017			
1.12.20.4	yegB	b2077	Z3246	ECs2885	
1.8.34.4	yegD	b2069	Z3238	ECs2878	
1.4.34.4	yegE	b2067	Z3236	ECs2876	
1.8.18.4	yegH	b2063	Z3229	ECs2868	
1.8.20.4	yegN	b2075	Z3244	ECs2883	
1.10.20.4	yegO	b2076	Z3245	ECs2884	
1.8.36.4	yegQ	b2081	Z3250	ECs2889	
1.6.24.4	yegT	b2098	Z3261	ECs2901	
1.12.24.4	yegW	b2101	Z3264	ECs2904	
1.2.40.4	yegX	b2102	Z3266	ECs2905	
1.2.26.4	yehA	b2108			
1.4.26.4	yehB	b2109			
1.6.26.4	yehC	b2110			
1.8.26.4	yehD	b2111			
1.10.26.4	yehE	b2112			
1.10.18.10	yehE		Z3280	ECs2918	
1.10.42.4	yehI	b2118	Z3287	ECs2925	
1.8.34.10	yehK		Z3288	ECs2926	
1.12.42.4	yehL	b2119	Z3291	ECs2927	
1.2.28.4	yehM	b2120	Z3292	ECs2928	
1.4.28.4	yehP	b2121	Z3294	ECs2930	
1.6.28.4	yehQ	b2122	Z3295	ECs2931	
1.8.28.4	yehR	b2123	Z3300	ECs2934	
1.10.28.4	yehS	b2124	Z3301	ECs2935	
1.12.28.4	yehT	b2125	Z3302	ECs2936	
1.2.44.4	yehU	b2126	Z3303	ECs2937	
1.4.44.4	yehV	b2127	Z3376	ECs3014	
1.6.44.4	yehW	b2128	Z3377	ECs3015	
1.8.44.4	yehX	b2129	Z3378	ECs3016	
1.10.44.4	yehY	b2130	Z3379	ECs3017	
1.12.44.4	yehZ	b2131	Z3380	ECs3018	
1.10.17.4	yeiA	b2147	Z3402	ECs3039	
1.8.33.4	yeiB	b2152	Z3408		
1.12.35.4	yeiC	b2166	Z3423	ECs3058	
1.6.19.4	yeiE	b2157	Z3414	ECs3049	
1.12.33.4	yeiG	b2154	Z3410	ECs3046	
1.8.19.4	yeiH	b2158	Z3415	ECs3050	
1.12.19.4	yeiI	b2160	Z3417	ECs3052	
1.2.35.4	yeiJ	b2161	Z3418	ECs3053	
1.4.35.4	yeiK	b2162	Z3419	ECs3054	
1.6.35.4	yeiL	b2163	Z3420	ECs3055	
1.8.35.4	yeiM	b2164	Z3421	ECs3056	
1.10.35.4	yeiN	b2165	Z3422	ECs3057	
1.8.21.4	yeiO	b2170	Z3428	ECs3062	
1.10.21.4	yeiP	b2171	Z3430	ECs3063	
1.12.21.4	yeiQ	b2172	Z3431	ECs3064	
1.2.37.4	yeiR	b2173	Z3432	ECs3065	
1.10.37.4	yejA	b2177	Z3436	ECs3069	
1.12.37.4	yejB	b2178	Z3437	ECs3070	
1.2.23.4	yejE	b2179	Z3438	ECs3071	
1.4.23.4	yejF	b2180	Z3439	ECs3072	
1.6.23.4	yejG	b2181	Z3440	ECs3073	
1.12.23.4	yejH	b2184	Z3443	ECs3076	
1.4.39.4	yejK	b2186	Z3445	ECs3078	
1.6.39.4	yejL	b2187	Z3446	ECs3079	
1.8.39.4	yejM	b2188	Z3447	ECs3080	
1.10.39.4	yejO	b2190	Z3449	ECs3081	
1.7.15.4	yfaA	b2230	Z3483	ECs3113	
1.11.17.4	yfaD	b2244	Z3502	ECs3129	
1.7.31.4	yfaE	b2236			
1.11.31.4	yfaH	b2238	Z3495	ECs3122	
1.1.31.4	yfaL	b2233	Z3487	ECs3116	
1.1.19.4	yfaO	b2251	Z3509	ECs3139	
1.1.21.4	yfbB	b2263	Z3523	ECs3151	
1.3.37.4	yfbK	b2270			
1.5.37.4	yfbL	b2271	Z3531	ECs3158	
1.7.37.4	yfbM	b2272	Z3533	ECs3159	
1.9.37.4	yfbN	b2273			
1.11.25.4	yfbS	b2292	Z3553	ECs3176	
1.1.41.4	yfbT	b2293	Z3554	ECs3177	
1.11.46.4	yfcA	b2327	Z3590	ECs3211	
1.5.13.5	yfcB	b2330	Z3593	ECs3215	
1.11.41.4	yfcC	b2298	Z3560	ECs3182	
1.3.27.4	yfcE	b2300	Z3562	ECs3184	
1.5.27.4	yfcF	b2301	Z3563	ECs3185	
1.7.27.4	yfcG	b2302	Z3564	ECs3186	
1.1.43.4	yfcI	b2305	Z3567	ECs3189	
1.5.48.4	yfcS	b2336			
1.2.17.10	yfcS		Z3599	ECs3220	
1.9.48.4	yfcU	b2338			
1.3.1.5	yfdC	b2347	Z3611	ECs3230	
1.1.5.5	yfdE	b2371	Z3633	ECs3250	
1.5.17.5	yfdL	b2355			
1.7.17.5	yfdM	b2356			
1.9.17.5	yfdN	b2357			
1.11.17.5	yfdO	b2358			
1.1.9.5	yfeA	b2395	Z3660	ECs3273	
1.3.9.5	yfeC	b2398	Z3662	ECs3274	
1.5.9.5	yfeD	b2399	Z3663	ECs3275	
1.4.48.4	yfeG	b2437	Z3702	ECs3308	
1.7.25.5	yfeH	b2410	Z3675	ECs3282	
1.1.27.5	yfeK	b2419	Z3685	ECs3291	
1.3.25.5	yfeN	b2408			
1.5.25.5	yfeR	b2409	Z3674	ECs3281	
1.8.46.4	yfeT	b2427	Z3692	ECs3298	
1.10.46.4	yfeU	b2428	Z3693	ECs3299	
1.12.19.5	yffB	b2471	Z3729	ECs3333	
1.6.19.5	yffG	b2468	Z3724	ECs3330	
1.4.19.5	yffH	b2467	Z3723	ECs3329	
1.6.27.5	yfgA	b2516	Z3779	ECs3378	
1.8.27.5	yfgB	b2517	Z3780	ECs3379	
1.12.18.5	yfhA	b2554	Z3830	ECs3420	
1.12.4.5	yfhB	b2560	Z3840	ECs3426	
1.10.4.5	yfhC	b2559	Z3839	ECs3425	
1.8.4.5	yfhD	b2558	Z3838	ECs3424	
1.6.14.5	yfhE	b2527	Z3794	ECs3393	
1.8.14.5	yfhF	b2528	Z3795	ECs3394	
1.2.4.5	yfhG	b2555	Z3831	ECs3421	
1.2.20.5	yfhH	b2561	Z3841	ECs3427	
1.12.47.4	yfhJ	b2524	Z3791	ECs3390	
1.4.4.5	yfhK	b2556	Z3833	ECs3422	
1.4.20.5	yfhL	b2562	Z3842	ECs3428	
1.12.14.5	yfhO	b2530	Z3797	ECs3396	
1.6.10.5	yfiA	b2597	Z3890	ECs3460	
1.10.26.5	yfiB	b2605	Z3899	ECs3468	
1.6.22.5	yfiC	b2575	Z3857	ECs3441	
1.2.8.5	yfiD	b2579	Z3862	ECs3445	
1.10.22.5	yfiE	b2577	Z3860	ECs3443	
1.6.8.5	yfiF	b2581	Z3865	ECs3447	
1.10.24.5	yfiH	b2593	Z3887	ECs3456	
1.12.22.5	yfiK	b2578	Z3861	ECs3444	
1.4.26.5	yfiL	b2602	Z3895	ECs3465	
1.4.24.5	yfiM	b2586	Z3871	ECs3453	
1.8.26.5	yfiN	b2604	Z3898	ECs3467	
1.10.8.5	yfiP	b2583	Z3868	ECs3449	
1.12.8.5	yfiQ	b2584	Z3869	ECs3451	
1.4.12.5	yfjA	b2608	Z3902	ECs3471	
1.6.28.5	yfjB	b2615	Z3908	ECs3477	
1.2.28.5	yfjD	b2613		ECs3475	
1.9.47.4	yfjH	b2623			
1.1.14.5	yfjI	b2625			
1.3.14.5	yfjJ	b2626			
1.5.14.5	yfjK	b2627			
1.7.14.5	yfjL	b2628			
1.9.14.5	yfjM	b2629			
1.11.14.5	yfjN	b2630			
1.1.49.4	yfjO	b2631			
1.3.49.4	yfjP	b2632			
1.5.49.4	yfjQ	b2633			
1.7.49.4	yfjR	b2634			
1.1.16.5	yfjT	b2637			
1.11.16.5	yfjW	b2642			
1.1.2.5	yfjX	b2643			
1.3.2.5	yfjY	b2644			
1.5.2.5	yfjZ	b2645			
1.1.12.5	ygaA	b2709	Z4017	ECs3565	
1.7.6.5	ygaC	b2671	Z3971	ECs3532	
1.7.10.5	ygaD	b2700	Z4003	ECs3557	
1.5.20.5	ygaE	b2664	Z3963	ECs3525	
1.9.4.5	ygaF	b2660	Z3958	ECs3521	
1.3.24.5	ygaG	b2687	Z3988	ECs3549	
1.7.8.5	ygaH	b2683	Z3984	ECs3545	
1.9.6.5	ygaM	b2672	Z3972	ECs3533	
1.1.6.5	ygaP	b2668	Z3967	ECs3529	
1.7.20.5	ygaU	b2665	Z3964	ECs3526	
1.1.31.5	ygbA	b2732	Z4041	ECs3588	
1.5.33.5	ygbB	b2746	Z4054	ECs3600	
1.5.12.5	ygbD	b2711	Z4019	ECs3567	
1.11.33.5	ygbE	b2749	Z4057	ECs3603	
1.9.49.5	ygbF	b2754			
1.7.11.10	ygbF		Z4062	ECs3608	
1.7.31.5	ygbI	b2735			
1.1.47.5	ygbL	b2738			
1.3.47.5	ygbM	b2739			
1.3.33.5	ygbO	b2745	Z4053	ECs3599	
1.7.33.5	ygbP	b2747	Z4055	ECs3601	
1.11.39.5	ygcA	b2785	Z4100	ECs3645	
1.11.35.5	ygcB	b2761			
1.9.27.10	ygcB		Z4070	ECs3615	
1.5.4.6	ygcE	b2776	Z4087	ECs3632	
1.7.4.6	ygcF	b2777	Z4089	ECs3633	
1.9.4.6	ygcG	b2778			
1.7.35.5	ygcK	b2759			
1.7.2.6	ygcM	b2765	Z4075	ECs3620	
1.9.2.6	ygcN	b2766	Z4076	ECs3621	
1.11.2.6	ygcO	b2767			
1.1.37.5	ygcP	b2768	Z4078	ECs3623	
1.3.37.5	ygcQ	b2769	Z4079	ECs3624	
1.5.37.5	ygcR	b2770	Z4081	ECs3626	
1.7.37.5	ygcS	b2771	Z4083	ECs3628	
1.11.37.5	ygcU	b2773			
1.1.4.6	ygcW	b2774	Z4085	ECs3630	
1.3.6.6	ygcX	b2787	Z4102	ECs3647	
1.5.6.6	ygcY	b2788	Z4103	ECs3648	
1.2.45.5	ygdB	b2824	Z4141	ECs3681	
1.7.43.5	ygdD	b2807	Z4124	ECs3667	
1.5.43.5	ygdE	b2806	Z4123	ECs3666	
1.7.41.5	ygdH	b2795	Z4112	ECs3655	
1.3.10.6	ygdK	b2811	Z4128	ECs3671	
1.5.10.6	ygdL	b2812	Z4129	ECs3672	
1.2.31.5	ygdP	b2830	Z4147	ECs3687	
1.10.47.5	ygeA	b2840	Z4160	ECs3697	
1.12.31.5	ygeD	b2835	Z4153	ECs3692	
1.6.49.5	ygeF	b2850	Z4171	ECs3707	
1.8.49.5	ygeG	b2851	Z4172	ECs3708	
1.10.49.5	ygeH	b2852	Z4173	ECs3709	
1.4.35.5	ygeK	b2855	Z4176	ECs3712	
1.2.37.5	ygeT	b2867	Z4206	ECs3740	
1.6.37.5	ygeV	b2869	Z4208	ECs3742	
1.8.37.5	ygeW	b2870	Z4209	ECs3743	
1.10.37.5	ygeX	b2871	Z4210	ECs3744	
1.12.37.5	ygeY	b2872	Z4211	ECs3745	
1.6.10.6	ygfA	b2912	Z4249	ECs3782	
1.2.10.6	ygfB	b2909	Z4246	ECs3780	
1.8.30.5	ygfD	b2918	Z4255	ECs3788	
1.4.10.6	ygfE	b2910	Z4247	ECs3781	
1.12.8.6	ygfF	b2902			
1.10.30.5	ygfG	b2919	Z4256	ECs3789	
1.12.30.5	ygfH	b2920	Z4257	ECs3790	
1.2.46.5	ygfI	b2921	Z4258	ECs3792	
1.10.4.6	ygfJ	b2877	Z4216	ECs3750	
1.8.39.5	ygfO	b2882	Z4221	ECs3755	
1.10.39.5	ygfP	b2883	Z4222	ECs3756	
1.12.39.5	ygfQ	b2884	Z4223	ECs3757	
1.2.6.6	ygfR	b2885			
1.4.6.6	ygfS	b2886	Z4224	ECs3758	
1.6.6.6	ygfT	b2887	Z4225	ECs3759	
1.8.6.6	ygfU	b2888	Z4226	ECs3760	
1.2.8.6	ygfY	b2897	Z4235	ECs3769	
1.4.8.6	ygfZ	b2898	Z4236	ECs3770	
1.6.46.5	yggA	b2923	Z4260	ECs3794	
1.8.46.5	yggB	b2924	Z4261	ECs3795	
1.4.32.5	yggC	b2928	Z4273	ECs3804	
1.6.32.5	yggD	b2929	Z4274	ECs3805	
1.4.46.5	yggE	b2922	Z4259	ECs3793	
1.8.32.5	yggF	b2930	Z4275	ECs3806	
1.8.48.5	yggG	b2936	Z4280	ECs3811	
1.8.3.6	yggH	b2960	Z4305	ECs3836	
1.4.1.6	yggJ	b2946	Z4291	ECs3822	
1.6.3.6	yggL	b2959	Z4304	ECs3835	
1.12.36.5	yggM	b2956	Z4301	ECs3832	
1.4.3.6	yggN	b2958	Z4303	ECs3834	
1.12.32.5	yggP	b2932			
1.12.1.6	yggR	b2950	Z4295	ECs3827	
1.2.36.5	yggS	b2951	Z4296	ECs3826	
1.4.36.5	yggT	b2952	Z4297	ECs3828	
1.6.36.5	yggU	b2953	Z4298	ECs3829	
1.8.36.5	yggV	b2954	Z4299	ECs3830	
1.10.36.5	yggW	b2955	Z4300	ECs3831	
1.12.3.6	yggX	b2962	Z4307	ECs3838	
1.8.44.5	yghA	b3003	Z4356	ECs3887	
1.8.11.6	yghB	b3009	Z4362	ECs3893	
1.10.38.5	yghD	b2968			
1.12.38.5	yghE	b2969			
1.12.5.6	yghK	b2975			
1.4.7.6	yghQ	b2983			
1.6.7.6	yghR	b2984			
1.8.7.6	yghS	b2985			
1.10.7.6	yghT	b2986			
1.3.34.5	ygiA	b3036	Z4393	ECs3924	
1.5.34.5	ygiB	b3037	Z4394	ECs3925	
1.7.34.5	ygiC	b3038	Z4395	ECs3926	
1.9.34.5	ygiD	b3039	Z4396	ECs3927	
1.11.34.5	ygiE	b3040	Z4397	ECs3928	
1.3.3.6	ygiF	b3054	Z4407	ECs3937	
1.11.3.6	ygiG	b3058	Z4411	ECs3941	
1.1.38.5	ygiH	b3059	Z4412	ECs3942	
1.5.1.6	ygiL	b3043			
1.5.3.6	ygiM	b3055	Z4408	ECs3938	
1.1.48.5	ygiN	b3029	Z4380	ECs3911	
1.3.38.5	ygiP	b3060	Z4413	ECs3943	
1.11.30.5	ygiR	b3016			
1.3.32.5	ygiW	b3024	Z4376	ECs3906	
1.5.32.5	ygiX	b3025	Z4377	ECs3907	
1.7.32.5	ygiY	b3026	Z4378	ECs3909	
1.11.38.5	ygjD	b3064	Z4417	ECs3947	
1.9.38.5	ygjE	b3063	Z4416	ECs3946	
1.7.5.6	ygjF	b3068	Z4421	ECs3951	
1.3.40.5	ygjG	b3073	Z4426	ECs3955	
1.5.40.5	ygjH	b3074	Z4427	ECs3956	
1.1.7.6	ygjI	b3078	Z4431	ECs3960	
1.3.7.6	ygjJ	b3079	Z4432	ECs3961	
1.5.7.6	ygjK	b3080	Z4433	ECs3962	
1.7.7.6	ygjL	b3081	Z4434	ECs3963	
1.9.7.6	ygjM	b3082	Z4435	ECs3964	
1.11.7.6	ygjN	b3083	Z4436	ECs3965	
1.1.42.5	ygjO	b3084	Z4437	ECs3966	
1.3.42.5	ygjP	b3085	Z4438	ECs3967	
1.5.42.5	ygjQ	b3086	Z4439	ECs3968	
1.7.42.5	ygjR	b3087	Z4440	ECs3969	
1.9.42.5	ygjT	b3088	Z4441	ECs3970	
1.11.42.5	ygjU	b3089	Z4442	ECs3971	
1.1.9.6	ygjV	b3090	Z4443	ECs3972	
1.3.14.6	yhaB	b3120	Z4472	ECs4000	
1.5.14.6	yhaC	b3121	Z4473	ECs4001	
1.9.14.6	yhaD	b3124	Z4476	ECs4002	
1.11.14.6	yhaE	b3125	Z4477	ECs4003	
1.1.30.6	yhaF	b3126	Z4478	ECs4004	
1.5.30.6	yhaG	b3128	Z4480	ECs4006	
1.3.11.6	yhaH	b3103	Z4457	ECs3985	
1.5.11.6	yhaI	b3104	Z4458	ECs3986	
1.7.11.6	yhaJ	b3105	Z4459	ECs3987	
1.9.11.6	yhaK	b3106	Z4460	ECs3988	
1.11.11.6	yhaL	b3107	Z4461	ECs3989	
1.3.12.6	yhaM	b3108	Z4462	ECs3990	
1.5.12.6	yhaN	b3109			
1.7.12.6	yhaO	b3110	Z4463	ECs3991	
1.9.12.6	yhaP	b3111			
1.11.12.6	yhaQ	b3112	Z4464	ECs3992	
1.1.28.6	yhaR	b3113	Z4465	ECs3993	
1.3.30.6	yhaU	b3127	Z4479	ECs4005	
1.9.30.6	yhaV	b3130	Z4482	ECs4008	
1.5.22.6	yhbC	b3170	Z4531	ECs4051	
1.5.24.6	yhbE	b3184	Z4546	ECs4063	
1.3.42.6	yhbG	b3201	Z4564	ECs4080	
1.7.42.6	yhbH	b3203	Z4566	ECs4082	
1.11.42.6	yhbJ	b3205	Z4568	ECs4084	
1.10.12.6	yhbL	b3209	Z4573	ECs4088	
1.3.36.6	yhbM	b3163	Z4524	ECs4044	
1.1.42.6	yhbN	b3200	Z4563	ECs4079	
1.7.34.6	yhbO	b3153	Z4512	ECs4034	
1.9.34.6	yhbP	b3154	Z4514	ECs4035	
1.11.34.6	yhbQ	b3155	Z4516	ECs4036	
1.1.20.6	yhbS	b3156	Z4517	ECs4037	
1.3.20.6	yhbT	b3157	Z4518	ECs4038	
1.5.20.6	yhbU	b3158	Z4519	ECs4039	
1.7.20.6	yhbV	b3159	Z4520	ECs4040	
1.9.20.6	yhbW	b3160	Z4521	ECs4041	
1.9.22.6	yhbX	b3173	Z4535	ECs4053	
1.9.38.6	yhbY	b3180	Z4542	ECs4059	
1.3.24.6	yhbZ	b3183	Z4545	ECs4062	
1.10.28.6	yhcA	b3215			
1.10.16.6	yhcB	b3233	Z4592	ECs4106	
1.2.28.6	yhcC	b3211	Z4575	ECs4090	
1.12.28.6	yhcD	b3216			
1.2.14.6	yhcE	b3217			
1.6.14.6	yhcF	b3219			
1.8.14.6	yhcG	b3220	Z4578	ECs4093	
1.10.14.6	yhcH	b3221	Z4579	ECs4094	
1.12.14.6	yhcI	b3222	Z4580	ECs4095	
1.2.30.6	yhcJ	b3223	Z4581	ECs4096	
1.8.30.6	yhcK	b3226	Z4584	ECs4099	
1.10.30.6	yhcL	b3227	Z4585	ECs4100	
1.8.16.6	yhcM	b3232	Z4591	ECs4105	
1.8.32.6	yhcN	b3238	Z4597	ECs4111	
1.10.32.6	yhcO	b3239	Z4598	ECs4112	
1.12.32.6	yhcP	b3240	Z4599	ECs4113	
1.2.18.6	yhcQ	b3241	Z4600	ECs4114	
1.4.18.6	yhcR	b3242	Z4601	ECs4115	
1.6.18.6	yhcS	b3243	Z4602	ECs4116	
1.12.34.6	yhdA	b3252	Z4611	ECs4124	
1.4.34.6	yhdE	b3248	Z4606	ECs4120	
1.4.36.6	yhdG	b3260	Z4620	ECs4132	
1.2.20.6	yhdH	b3253	Z4612	ECs4125	
1.8.36.6	yhdJ	b3262	Z4622	ECs4134	
1.6.40.6	yhdM	b3292	Z4662	ECs4157	
1.8.40.6	yhdN	b3293	Z4663	ECs4158	
1.10.18.6	yhdP	b3245	Z4604	ECs4118	
1.12.18.6	yhdR	b3246			
1.10.20.6	yhdT	b3257	Z4617	ECs4129	
1.10.36.6	yhdU	b3263	Z4623	ECs4135	
1.6.22.6	yhdV	b3267	Z4628	ECs4140	
1.8.22.6	yhdW	b3268	Z4629	ECs4141	
1.10.22.6	yhdX	b3269	Z4630	ECs4142	
1.12.22.6	yhdY	b3270	Z4631	ECs4143	
1.2.38.6	yhdZ	b3271	Z4632	ECs4144	
1.2.33.6	yheA	b3337			
1.3.40.10	yheA		Z4696		
1.4.33.6	yheB	b3338			
1.10.15.6	yheD	b3323			
1.12.15.6	yheE	b3324			
1.2.31.6	yheF	b3325			
1.4.31.6	yheG	b3326			
1.12.31.6	yheH	b3330			
1.2.17.6	yheI	b3331			
1.4.17.6	yheJ	b3332			
1.6.17.6	yheK	b3333			
1.2.19.6	yheL	b3343	Z4701	ECs4194	
1.4.19.6	yheM	b3344	Z4702	ECs4195	
1.6.19.6	yheN	b3345	Z4703	ECs4196	
1.8.19.6	yheO	b3346	Z4704	ECs4197	
1.6.35.6	yheR	b3351	Z4712	ECs4202	
1.8.35.6	yheS	b3352	Z4713	ECs4203	
1.10.35.6	yheT	b3353	Z4714	ECs4204	
1.12.35.6	yheU	b3354	Z4715	ECs4205	
1.4.21.6	yhfA	b3356	Z4717	ECs4207	
1.8.37.6	yhfC	b3364	Z4725	ECs4215	
1.4.37.6	yhfG	b3362	Z4723	ECs4213	
1.8.21.6	yhfK	b3358	Z4719	ECs4209	
1.6.23.6	yhfL	b3369	Z4730	ECs4220	
1.8.23.6	yhfM	b3370	Z4731	ECs4221	
1.10.23.6	yhfN	b3371	Z4732	ECs4222	
1.12.23.6	yhfO	b3372			
1.2.39.6	yhfP	b3373	Z4733	ECs4223	
1.4.39.6	yhfQ	b3374	Z4734	ECs4224	
1.6.39.6	yhfR	b3375	Z4736	ECs4225	
1.8.39.6	yhfS	b3376			
1.10.39.6	yhfT	b3377			
1.12.39.6	yhfU	b3378			
1.2.25.6	yhfV	b3379			
1.4.25.6	yhfW	b3380			
1.6.25.6	yhfX	b3381			
1.8.25.6	yhfY	b3382			
1.10.25.6	yhfZ	b3383			
1.7.29.6	yhgA	b3411	Z4766	ECs4253	
1.12.43.6	yhgE	b3402	Z4756	ECs4244	
1.11.13.6	yhgF	b3407	Z4762	ECs4249	
1.5.29.6	yhgG	b3410	Z4765	ECs4252	
1.11.29.6	yhgH	b3413	Z4768	ECs4254	
1.1.15.6	yhgI	b3414	Z4769	ECs4256	
1.11.15.6	yhgJ	b3419	Z4778	ECs4263	
1.5.33.6	yhgN	b3434	Z4798	ECs4279	
1.9.35.6	yhhA	b3448	Z4815	ECs4294	
1.7.23.6	yhhF	b3465	Z4839	ECs4314	
1.3.41.6	yhhG	b3481	Z4873	ECs4348	
1.7.41.6	yhhH	b3483			
1.9.41.6	yhhI	b3484			
1.11.41.6	yhhJ	b3485	Z4884	ECs4358	
1.7.37.6	yhhK	b3459	Z4831	ECs4306	
1.9.23.6	yhhL	b3466	Z4840	ECs4315	
1.11.23.6	yhhM	b3467			
1.1.39.6	yhhN	b3468	Z4842	ECs4317	
1.5.39.6	yhhP	b3470			
1.7.39.6	yhhQ	b3471	Z4845	ECs4320	
1.11.39.6	yhhS	b3473	Z4847	ECs4322	
1.1.25.6	yhhT	b3474	Z4848	ECs4323	
1.3.25.6	yhhU	b3475	Z4867	ECs4342	
1.3.19.6	yhhW	b3439	Z4807	ECs4288	
1.5.19.6	yhhX	b3440	Z4808	ECs4289	
1.7.19.6	yhhY	b3441			
1.9.19.6	yhhZ	b3442			
1.11.11.7	yhiD	b3508	Z4920	ECs4388	
1.7.46.6	yhiE	b3512	Z4925	ECs4392	
1.9.11.7	yhiF	b3507	Z4909	ECs4378	
1.1.27.6	yhiH	b3486	Z4885	ECs4359	
1.3.27.6	yhiI	b3487	Z4886	ECs4360	
1.5.27.6	yhiJ	b3488	Z4887	ECs4361	
1.7.27.6	yhiK	b3489			
1.9.27.6	yhiL	b3490	Z4888	ECs4362	
1.11.27.6	yhiM	b3491	Z4890	ECs4363	
1.1.43.6	yhiN	b3492	Z4891	ECs4364	
1.5.43.6	yhiO	b3494	Z4894	ECs4366	
1.9.43.6	yhiP	b3496	Z4896	ECs4368	
1.11.43.6	yhiQ	b3497	Z4897	ECs4369	
1.5.44.6	yhiR	b3499	Z4899	ECs4371	
1.3.11.7	yhiS	b3504	Z4907	ECs4376	
1.9.46.6	yhiU	b3513	Z4926	ECs4393	
1.11.46.6	yhiV	b3514	Z4927	ECs4394	
1.1.13.7	yhiW	b3515	Z4928	ECs4395	
1.3.13.7	yhiX	b3516	Z4929	ECs4396	
1.7.13.7	yhjA	b3518	Z4931	ECs4398	
1.11.13.7	yhjB	b3520	Z4933	ECs4400	
1.1.48.6	yhjC	b3521	Z4934	ECs4401	
1.3.48.6	yhjD	b3522	Z4935	ECs4402	
1.5.48.6	yhjE	b3523	Z4936	ECs4403	
1.7.48.6	yhjG	b3524	Z4937	ECs4404	
1.9.48.6	yhjH	b3525	Z4939	ECs4405	
